mot,nom,count,occ_mot,occ_nom,p_nom_si_mot,p_mot_si_nom,pmi
eau,Cochin,26,14658,14151,0.0017737754127438942,0.0018373259840293971,0.3347289024330533
marchandises,Eugène,26,12303,15927,0.002113305697797285,0.0016324480442016702,0.4168364817789592
concession,Thomas,26,8983,10824,0.002894356005788712,0.002402069475240207,1.427818195166331
jonction,Léon,26,1642,61293,0.015834348355663823,0.0004241919958233403,1.3780728267835152
marché,Lemire,26,18427,13648,0.0014109730287078742,0.0019050410316529894,0.056810414078912554
charge,Ferry,26,21218,14929,0.0012253746818738807,0.0017415767968383682,-0.2760850278676049
travaux publics,Conti,26,50480,6291,0.0005150554675118859,0.004132888253059927,-0.27975199901544123
tarif,Millerand,26,26583,14124,0.0009780686905164955,0.0018408382894364204,-0.5213314754598141
rivière,Doizy,26,4363,3586,0.005959202383680954,0.007250418293363078,4.063481406427345
levée,Méquillet,26,5853,3608,0.004442166410387836,0.007206208425720621,3.6308017510866555
dommages,Henri,26,9354,59848,0.0027795595467179817,0.0004344338992113354,-1.0976371912988132
canal,Maire,26,8097,12664,0.0032110658268494504,0.002053063802905875,1.35112863534703
frais,Chéron,26,37259,4137,0.0006978179768646501,0.0062847474014986705,0.7630753618013478
chenal,Bouhey,26,1782,1794,0.014590347923681257,0.014492753623188406,6.354500141231036
eau,Ossola,26,14658,3103,0.0017737754127438942,0.00837898807605543,2.5238973071550874
levée,Bourlon,26,5853,2780,0.004442166410387836,0.00935251798561151,4.006916206731167
levée,Bois,26,5853,13344,0.004442166410387836,0.0019484412470023981,1.7438818008973727
tarif,Maire,26,26583,12664,0.0009780686905164955,0.002053063802905875,-0.3639159098373947
chemin de fer,Launay,26,13455,6315,0.001932367149758454,0.004117181314330958,1.6223241484695243
marché,Raoul,26,18427,13602,0.0014109730287078742,0.001911483605352154,0.06168116893526094
travaux publics,Rochefort,26,50480,2297,0.0005150554675118859,0.011319111885067479,1.1737865064243835
compagnie,David,26,41266,21338,0.000630058643919934,0.0012184834567438372,-1.751057382509329
transports,Laurent,26,13101,14116,0.001984581329669491,0.0018418815528478323,0.5003129063910837
tarif,Franc,26,26583,4559,0.0009780686905164955,0.005703005044966001,1.1100279364350212
rivière,Lavergne,26,4363,2018,0.005959202383680954,0.01288404360753221,4.892930720189362
supériorité,Paul,26,1518,131300,0.017127799736495388,0.00019801980198019803,0.392282471589141
distribution,Marcel,26,5556,24642,0.004679625629949604,0.0010551091632172713,0.9340833209906144
eaux,Masse,26,11255,5203,0.0023100844069302534,0.004997117047857005,2.1593395093540084
eau,Pomereu,26,14658,4944,0.0017737754127438942,0.0052588996763754045,1.8518822607794319
chenal,Blanc,26,1782,18918,0.014590347923681257,0.0013743524685484723,2.9559923607458063
avantage,Gaston,26,9943,26416,0.0026149049582620937,0.000984251968503937,-0.005843959035002961
chenal,Blanchard,26,1782,482,0.014590347923681257,0.05394190871369295,8.250574979920335
canal,Saint-Quentin,26,8097,2318,0.0032110658268494504,0.011216566005176877,3.800909324477739
prix,Brialou,26,56952,1735,0.00045652479280797864,0.014985590778097982,1.4045671042914916
chenal,Treignier,26,1782,4193,0.014590347923681257,0.006200810875268304,5.129697201303907
port,Rouvier,26,15903,9494,0.0016349116518895807,0.0027385717295133768,0.7929342772488575
compagnie,Plissonnier,26,41266,7395,0.000630058643919934,0.003515889114266396,-0.22225447552720679
exploitation,Jourde,26,23160,10475,0.0011226252158894647,0.0024821002386634845,0.10873568132154364
exploitation,Jules-Louis,26,23160,6617,0.0011226252158894647,0.003929273084479371,0.7714367405788324
approvisionnement,Thomas,26,1896,10824,0.013713080168776372,0.002402069475240207,3.6720565647974226
frais,Viollette,26,37259,6193,0.0006978179768646501,0.004198288390117875,0.18102187331895764
ligne,Tournade,26,24938,6372,0.00104258561231855,0.004080351537978657,0.7191572393361008
chenal,Pinault,26,1782,2380,0.014590347923681257,0.010924369747899159,5.946718457954991
eau,Boucher,26,14658,7779,0.0017737754127438942,0.003342331919269829,1.1979762971093557
ligne,Carrière,26,24938,4312,0.00104258561231855,0.006029684601113173,1.282546328108905
eau,Berteaux,26,14658,9631,0.0017737754127438942,0.0026996158239019834,0.8898754011617293
eau,Boisserin,26,14658,7637,0.0017737754127438942,0.0034044781982453844,1.2245549803025948
chemin de fer,Engerand,26,13455,8101,0.001932367149758454,0.003209480311072707,1.2630068749797847
maritime,Poisson,26,8890,2522,0.002924634420697413,0.010309278350515464,3.5444256736268667
ports,Abel,26,14155,13073,0.0018368067820558106,0.0019888319437007572,0.4994191796669434
chenal,Borderie,26,1782,1199,0.014590347923681257,0.021684737281067557,6.935848372736073
onn,Charles,26,1433,86793,0.018143754361479414,0.0002995633288398834,1.072631972256773
tunnel,Jean,26,815,50232,0.03190184049079755,0.0005175983436853002,2.6757705915769137
bief,Charles,26,118,86793,0.22033898305084745,0.0002995633288398834,4.674811817157077
marchandises,Félix,26,12303,15936,0.002113305697797285,0.0016315261044176706,0.41602147655576555
exploitation,Hérault,26,23160,6717,0.0011226252158894647,0.0038707756438886407,0.7497969912218662
rivières,Bois,26,1922,13344,0.013527575442247659,0.0019484412470023981,3.3504497434538045
circulation,Fernand,26,6364,32167,0.004085480829666876,0.0008082817794634252,0.3537340460019439
exploitation,Gabriel,26,23160,13753,0.0011226252158894647,0.0018904966189195085,-0.2840604288846971
circulation,Désir,26,6364,11972,0.004085480829666876,0.002171734046107584,1.7796512538430702
compagnie,Saint-Germain,26,41266,3702,0.000630058643919934,0.007023230686115613,0.7759907765886492
prix,Ramel,26,56952,10325,0.00045652479280797864,0.0025181598062953997,-1.1685671094370553
marché,Brunet,26,18427,9970,0.0014109730287078742,0.002607823470411234,0.5098345561116449
travaux publics,Aldy,26,50480,4910,0.0005150554675118859,0.005295315682281059,0.07781433860025208
ponts et chaussées,Voyer,26,4164,2252,0.006243996157540826,0.011545293072824156,4.802000472292573
eaux,Boisserin,26,11255,7637,0.0023100844069302534,0.0034044781982453844,1.6056771929494895
compagnie,Boucher,26,41266,7779,0.000630058643919934,0.003342331919269829,-0.2952890351152276
marchandises,Jourde,26,12303,10475,0.002113305697797285,0.0024821002386634845,1.0213607851497701
transports,Bataille,26,13101,5617,0.001984581329669491,0.004628805412141713,1.8297725335921973
exploitation,Lanjuinais,26,23160,11423,0.0011226252158894647,0.002276109603431673,-0.01625566737530938
transports,Bedouce,26,13101,8605,0.001984581329669491,0.003021499128413713,1.214397144243242
circulation,Maison,26,6364,11521,0.004085480829666876,0.002256748546133148,1.8350494925021612
compagnie,Messimy,26,41266,5860,0.000630058643919934,0.004436860068259386,0.11339500714961327
avantage,Victor,26,9943,26292,0.0026149049582620937,0.0009888939601399665,0.0009441761668766051
levée,Raiberti,26,5853,8513,0.004442166410387836,0.0030541524726888287,2.3923334592470087
levée,Pourquery,26,5853,7661,0.004442166410387836,0.003393812818169952,2.5444683684333214
rivière,Dumont,26,4363,12998,0.005959202383680954,0.002000307739652254,2.2056391466508187
concurrence,Gustave,26,13428,18476,0.0019362526064938934,0.0014072310023814677,0.07642428512563187
charge,Asson,26,21218,13969,0.0012253746818738807,0.0018612642279332808,-0.1801962423540483
canaux,Pierre,26,3399,64077,0.007649308620182407,0.0004057618178129438,0.26433230731822416
concurrence,Joseph,26,13428,34672,0.0019362526064938934,0.0007498846331333641,-0.831694322119005
transports,Rabier,26,13101,9356,0.001984581329669491,0.0027789653698161608,1.0936804748183802
gabarit,Gaston,26,115,26416,0.22608695652173913,0.000984251968503937,6.428131481814586
lit,Jacques,26,4519,23775,0.005753485284354946,0.0010935856992639328,1.2838003753659273
chenal,Pichery,26,1782,3486,0.014590347923681257,0.007458405048766495,5.396107462024612
eau,Caillaux,26,14658,9005,0.0017737754127438942,0.002887284841754581,0.986834727890168
travaux publics,Levasseur,26,50480,5268,0.0005150554675118859,0.004935459377372817,-0.02371798245420691
rivière,Amans,26,4363,1842,0.005959202383680954,0.014115092290988056,5.0245838332043835
freycinet,Sens,26,1606,30617,0.0161892901618929,0.0008492014240454649,2.411444452998289
tarif,David,26,26583,21338,0.0009780686905164955,0.0012184834567438372,-1.116607708668766
supériorité,Sens,26,1518,30617,0.017127799736495388,0.0008492014240454649,2.492744555100137
fret,Maurice,26,2731,60025,0.009520322226290736,0.0004331528529779259,0.6742564609017916
rivière,Maze,26,4363,1143,0.005959202383680954,0.022747156605424323,5.7130314910812405
jonction,Ernest,26,1642,36247,0.015834348355663823,0.0007173007421303832,2.1359335516098263
transports,Dépasse,26,13101,3816,0.001984581329669491,0.006813417190775681,2.387511165165296
rivière,Maurice-Faure,26,4363,5176,0.005959202383680954,0.005023183925811438,3.5340192773032117
tarif,Aubriot,26,26583,5476,0.0009780686905164955,0.004747991234477721,0.8456228990418867
train,Bernard,26,7462,20923,0.003484320557491289,0.001242651627395689,0.7445971891197403
lit,Maire,26,4519,12664,0.005753485284354946,0.002053063802905875,2.192512555864034
rivière,David,26,4363,21338,0.005959202383680954,0.0012184834567438372,1.4905038403271664
chenal,Maison,26,1782,11521,0.014590347923681257,0.002256748546133148,3.671485991311287
maritime,Jourde,26,8890,10475,0.002924634420697413,0.0024821002386634845,1.4901156104810103
réseau,Henry,26,17187,35408,0.0015127712806190725,0.0007342973339358337,-1.218071921282147
trafic,Jean,26,5163,50232,0.0050358318806895215,0.0005175983436853002,0.012432957933993632
tarif,Eugène,26,26583,15927,0.0009780686905164955,0.0016324480442016702,-0.694657296545101
prix,Balsan,26,56952,4391,0.00045652479280797864,0.005921202459576406,0.06495323263057322
approvisionnement,Février,26,1896,28173,0.013713080168776372,0.0009228694139779221,2.29197711204782
expédition,Faure,26,6055,22607,0.0042939719240297275,0.0011500862564692352,0.9343527576428484
eau,Laroche,26,14658,9663,0.0017737754127438942,0.002690675773569285,0.8850898425798354
rail,Paul,26,456,131300,0.05701754385964912,0.00019801980198019803,2.1273485328398656
eau,Benoist,26,14658,11359,0.0017737754127438942,0.00228893388502509,0.6517970776846772
navigation,Rive,26,9229,1830,0.0028172066312709934,0.014207650273224045,3.9531593854236937
gare,Saint-Germain,26,7347,3702,0.003538859398393902,0.007023230686115613,3.2657171985165103
gare,Beau,26,7347,5494,0.003538859398393902,0.004732435384055333,2.6961651833112286
concurrence,Victor,26,13428,26292,0.0019362526064938934,0.0009888939601399665,-0.43254715373671
réseau,Victor,26,17187,26292,0.0015127712806190725,0.0009888939601399665,-0.788620455192514
eaux,Adolphe,26,11255,10680,0.0023100844069302534,0.0024344569288389513,1.1218434747557846
compagnie,Antide,26,41266,6351,0.000630058643919934,0.004093843489214297,-0.002688098269522237
chemin de fer,Margaine,26,13455,6072,0.001932367149758454,0.004281949934123847,1.678935091728973
port,Boussenot,26,15903,3415,0.0016349116518895807,0.007613469985358712,2.2680647485008367
trains,Vaillant,26,6378,16341,0.004076513013483851,0.0015910898965791568,1.327648902858358
quai,Edouard,26,2057,33410,0.012639766650461837,0.0007782101167315176,1.9284274969249522
compagnie,Lemire,26,41266,13648,0.000630058643919934,0.0019050410316529894,-1.106321974859067
charge,Benoist,26,21218,11359,0.0012253746818738807,0.00228893388502509,0.1181966723066528
voies ferrées,Fernand,26,2033,32167,0.01278898180029513,0.0008082817794634252,2.0000576664882592
travaux publics,Chenal,26,50480,1782,0.0005150554675118859,0.014590347923681257,1.5400400262803857
économie,Dépasse,26,10667,3816,0.0024374238305052967,0.006813417190775681,2.684033614210175
rivière,Pujade,26,4363,2177,0.005959202383680954,0.011943040881947635,4.783515487107512
levée,Babaud-Lacroze,26,5853,6097,0.004442166410387836,0.0042643923240938165,2.8739015436855677
compagnie,Fleury,26,41266,6426,0.000630058643919934,0.0040460628695922814,-0.019625309012188896
maritime,Rieunier,26,8890,3257,0.002924634420697413,0.007982806263432606,3.1754502295591833
ligne,Parfait,26,24938,4257,0.00104258561231855,0.00610758750293634,1.301066416079703
compagnie,Julien,26,41266,10208,0.000630058643919934,0.0025470219435736676,-0.6873326573056462
compagnie,Jumel,26,41266,6757,0.000630058643919934,0.0038478614769868287,-0.09208718332262922
compagnie,Mahy,26,41266,10078,0.000630058643919934,0.002579876959714229,-0.6688417845105294
compagnie,Margaine,26,41266,6072,0.000630058643919934,0.004281949934123847,0.06212388104375699
avantage,Maire,26,9943,12664,0.0026149049582620937,0.002053063802905875,1.0548349057410737
canaux,Louis,26,3399,106741,0.007649308620182407,0.00024358025500979005,-0.4719036156555956
ligne,Breton,26,24938,13905,0.00104258561231855,0.0018698309960445882,-0.4066283333726385
transports,Loucheur,26,13101,3617,0.001984581329669491,0.007188277578103401,2.4647787385150335
canaux,Del,26,3399,29267,0.007649308620182407,0.000888372569788499,1.3948640410288056
port,Bienaimé,26,15903,5409,0.0016349116518895807,0.004806803475688667,1.6045884295247919
tarif,Asson,26,26583,13969,0.0009780686905164955,0.0018612642279332808,-0.505411495360044
tarif,Bar,26,26583,3572,0.0009780686905164955,0.007278835386338186,1.4620132651785636
travaux publics,Desplas,26,50480,3322,0.0005150554675118859,0.007826610475617099,0.6414852898399311
réseau,Lucien,26,17187,18779,0.0015127712806190725,0.0013845252675861335,-0.30311680515471795
obstruction,Maurice,26,1042,60025,0.02495201535508637,0.0004331528529779259,2.06433049738857
marché,Blanc,26,18427,18918,0.0014109730287078742,0.0013743524685484723,-0.4142596100072877
correspondance,Trouvé,26,2636,13717,0.009863429438543247,0.0018954581905664505,2.8549339141971997
travaux publics,Arnould,26,50480,1864,0.0005150554675118859,0.013948497854077254,1.4751355031480273
travaux publics,Mesureur,26,50480,5219,0.0005150554675118859,0.004981797279172255,-0.0102360388182112
dommages,Puech,26,9354,10433,0.0027795595467179817,0.0024920923991181825,1.4225117814967276
exploitation,Rouger,26,23160,2791,0.0011226252158894647,0.009315657470440702,2.0168318957295526
marchandise,Del,26,3525,29267,0.007375886524822695,0.000888372569788499,1.342351145396959
ponts et chaussées,André,26,4164,37455,0.006243996157540826,0.0006941663329328528,0.746120882836071
frais,Raiberti,26,37259,8513,0.0006978179768646501,0.0030541524726888287,-0.27800731105854337
chemin de fer,Barthe,26,13455,13088,0.001932367149758454,0.001986552567237164,0.5709341342026903
chemin de fer,Argeliès,26,13455,4698,0.001932367149758454,0.005534269902085994,2.0490601691322423
canaux,Berry,26,3399,14759,0.007649308620182407,0.0017616369672742056,2.3825439370604906
hydraulique,Léon,26,1528,61293,0.017015706806282723,0.0004241919958233403,1.4818824105255712
prix,Delahaye,26,56952,6206,0.00045652479280797864,0.004189494038027715,-0.4341609297716043
navigation,Berry,26,9229,14759,0.0028172066312709934,0.0017616369672742056,0.9414799645250418
rivière,Jacques-Louis,26,4363,3373,0.005959202383680954,0.007708271568336793,4.151824576277592
travaux publics,Taurines,26,50480,2957,0.0005150554675118859,0.00879269529928982,0.8094031196819833
eau,Outrey,26,14658,3940,0.0017737754127438942,0.006598984771573604,2.1793653743400676
eau,Médecin,26,14658,5520,0.0017737754127438942,0.004710144927536232,1.692892737018275
travaux publics,Say,26,50480,3523,0.0005150554675118859,0.007380073800738007,0.5567328883073439
train,Lasies,26,7462,16541,0.003484320557491289,0.0015718517622876488,1.0836404568239877
compagnie,Hugues,26,41266,13672,0.000630058643919934,0.0019016968987712111,-1.1088567252169161
concurrence,Girod,26,13428,10121,0.0019362526064938934,0.0025689161150083983,0.9447248946374444
concurrence,Franc,26,13428,4559,0.0019362526064938934,0.005703005044966001,2.095287422109904
gabarit,François,26,115,36902,0.22608695652173913,0.0007045688580564739,5.945844498158583
travaux publics,Soubeyran,26,50480,3821,0.0005150554675118859,0.006804501439413766,0.4395871054447965
eau,Ornano,26,14658,10903,0.0017737754127438942,0.0023846647711639,0.7109077567354686
dommages,Barthe,26,9354,13088,0.0027795595467179817,0.001986552567237164,1.095421191311529
chemin de fer,Bourrat,26,13455,1014,0.001932367149758454,0.02564102564102564,4.261049230141098
prix,Coutant,26,56952,4965,0.00045652479280797864,0.0052366565961732125,-0.11229095065862149
